timestamp,parking_id,price,occupancy,capacity,queue_length
2016-10-04 07:59:00,0,10.53,61,577,1
2016-10-04 08:25:00,1,10.55,64,577,1
2016-10-04 08:59:00,2,10.69,80,577,2
2016-10-04 09:32:00,3,10.93,107,577,2
2016-10-04 09:59:00,4,11.3,150,577,2
2016-10-04 10:26:00,5,11.53,177,577,3
2016-10-04 10:59:00,6,11.9,219,577,6
2016-10-04 11:25:00,7,12.14,247,577,5
2016-10-04 11:59:00,8,12.24,259,577,5
2016-10-04 12:29:00,9,12.31,266,577,8
2016-10-04 13:02:00,10,12.33,269,577,7
2016-10-04 13:29:00,11,12.28,263,577,7
2016-10-04 14:02:00,12,12.06,238,577,5
2016-10-04 14:29:00,13,11.86,215,577,3
2016-10-04 14:57:00,14,11.66,192,577,3
2016-10-04 15:30:00,15,11.43,165,577,2
2016-10-04 16:04:00,16,11.4,162,577,1
2016-10-04 16:31:00,17,11.24,143,577,2
2016-10-05 07:57:00,18,10.47,54,577,1
2016-10-05 08:30:00,19,10.51,59,577,1
2016-10-05 09:04:00,20,10.62,71,577,2
2016-10-05 09:30:00,21,10.72,83,577,2
2016-10-05 10:04:00,22,10.99,114,577,3
2016-10-05 10:30:00,23,11.11,128,577,4
2016-10-05 11:04:00,24,11.28,148,577,4
2016-10-05 11:30:00,25,11.4,162,577,4
2016-10-05 12:04:00,26,11.54,178,577,6
2016-10-05 12:30:00,27,11.59,183,577,7
2016-10-05 12:57:00,28,11.52,175,577,7
2016-10-05 13:30:00,29,11.55,179,577,6
2016-10-05 13:57:00,30,11.51,174,577,4
2016-10-05 14:30:00,31,11.37,158,577,5
2016-10-05 14:57:00,32,11.26,145,577,3
2016-10-05 15:30:00,33,11.12,129,577,2
2016-10-05 16:04:00,34,11.05,121,577,2
2016-10-05 16:30:00,35,10.99,114,577,1
2016-10-06 07:57:00,36,10.5,58,577,1
2016-10-06 08:30:00,37,10.55,63,577,1
2016-10-06 08:57:00,38,10.61,70,577,1
2016-10-06 09:30:00,39,10.82,95,577,2
2016-10-06 10:03:00,40,11.17,135,577,3
2016-10-06 10:30:00,41,11.39,160,577,3
2016-10-06 10:57:00,42,11.53,177,577,3
2016-10-06 11:30:00,43,11.66,191,577,4
2016-10-06 12:04:00,44,11.72,199,577,7
2016-10-06 12:30:00,45,11.79,206,577,7
2016-10-06 12:57:00,46,11.72,198,577,5
2016-10-06 13:30:00,47,11.8,208,577,7
2016-10-06 13:57:00,48,11.73,200,577,5
2016-10-06 14:30:00,49,11.52,175,577,3
2016-10-06 15:04:00,50,11.37,158,577,2
2016-10-06 15:31:00,51,11.33,153,577,2
2016-10-06 16:04:00,52,11.17,135,577,1
2016-10-06 16:30:00,53,11.12,129,577,2
2016-10-07 08:03:00,54,10.5,58,577,2
2016-10-07 08:30:00,55,10.53,61,577,2
2016-10-07 09:04:00,56,10.65,75,577,1
2016-10-07 09:30:00,57,10.89,103,577,2
2016-10-07 09:57:00,58,11.11,128,577,2
2016-10-07 10:30:00,59,11.49,172,577,5
2016-10-07 10:57:00,60,11.63,188,577,3
2016-10-07 11:30:00,61,11.72,199,577,4
2016-10-07 12:03:00,62,11.82,210,577,7
2016-10-07 12:30:00,63,11.79,206,577,7
2016-10-07 13:04:00,64,11.73,200,577,7
2016-10-07 13:30:00,65,11.74,201,577,7
2016-10-07 14:03:00,66,11.67,193,577,3
2016-10-07 14:30:00,67,11.57,181,577,4
2016-10-07 15:04:00,68,11.49,172,577,2
2016-10-07 15:30:00,69,11.38,159,577,2
2016-10-07 15:57:00,70,11.37,158,577,2
2016-10-07 16:30:00,71,11.14,132,577,2
2016-10-08 07:57:00,72,10.5,58,577,1
2016-10-08 08:30:00,73,10.53,61,577,2
2016-10-08 08:57:00,74,10.65,75,577,1
2016-10-08 09:30:00,75,10.9,104,577,2
2016-10-08 10:04:00,76,11.37,158,577,3
2016-10-08 10:30:00,77,11.66,191,577,3
2016-10-08 10:57:00,78,11.93,223,577,4
2016-10-08 11:30:00,79,12.2,254,577,4
2016-10-08 12:04:00,80,12.65,306,577,7
2016-10-08 12:30:00,81,12.77,320,577,8
2016-10-08 13:04:00,82,13.02,348,577,7
2016-10-08 13:30:00,83,13.09,357,577,7
2016-10-08 14:03:00,84,13.42,395,577,4
2016-10-08 14:30:00,85,13.47,400,577,4
2016-10-08 14:57:00,86,13.42,395,577,4
2016-10-08 15:30:00,87,13.52,406,577,3
2016-10-08 16:04:00,88,13.3,381,577,2
2016-10-08 16:30:00,89,13.16,365,577,2
2016-10-09 08:04:00,90,10.36,42,577,2
2016-10-09 08:30:00,91,10.36,42,577,2
2016-10-09 09:04:00,92,10.37,43,577,2
2016-10-09 09:30:00,93,10.37,43,577,2
2016-10-09 09:57:00,94,10.43,50,577,3
2016-10-09 10:30:00,95,10.55,64,577,5
2016-10-09 11:04:00,96,10.87,100,577,6
2016-10-09 11:30:00,97,11.09,126,577,6
2016-10-09 11:57:00,98,11.28,148,577,6
2016-10-09 12:30:00,99,11.47,170,577,9
2016-10-09 13:04:00,100,11.64,189,577,8
2016-10-09 13:30:00,101,11.78,205,577,9
2016-10-09 14:03:00,102,11.8,208,577,7
2016-10-09 14:30:00,103,11.81,209,577,5
2016-10-09 15:04:00,104,11.66,191,577,3
2016-10-09 15:30:00,105,11.56,180,577,3
2016-10-09 16:03:00,106,11.34,155,577,3
2016-10-09 16:30:00,107,11.15,133,577,2
2016-10-10 08:04:00,108,10.47,54,577,1
2016-10-10 08:30:00,109,10.49,56,577,1
2016-10-10 09:04:00,110,10.56,65,577,1
2016-10-10 09:30:00,111,10.63,73,577,2
2016-10-10 10:03:00,112,10.8,92,577,2
2016-10-10 10:30:00,113,10.98,113,577,4
2016-10-10 10:57:00,114,11.25,144,577,3
2016-10-10 11:30:00,115,11.29,149,577,4
2016-10-10 11:57:00,116,11.38,159,577,4
2016-10-10 12:30:00,117,11.48,171,577,6
2016-10-10 13:04:00,118,11.53,176,577,5
2016-10-10 13:30:00,119,11.49,172,577,6
2016-10-10 14:03:00,120,11.4,161,577,5
2016-10-10 14:30:00,121,11.33,154,577,3
2016-10-10 14:57:00,122,11.19,137,577,4
2016-10-10 15:30:00,123,11.12,129,577,1
2016-10-10 15:57:00,124,11.13,130,577,3
2016-10-10 16:30:00,125,10.99,114,577,2
2016-10-11 08:04:00,126,10.49,56,577,1
2016-10-11 08:30:00,127,10.55,64,577,1
2016-10-11 08:57:00,128,10.64,74,577,1
2016-10-11 09:30:00,129,10.81,93,577,2
2016-10-11 09:57:00,130,11.12,129,577,2
2016-10-11 10:30:00,131,11.45,167,577,3
2016-10-11 10:57:00,132,11.73,200,577,3
2016-10-11 11:30:00,133,11.9,219,577,5
2016-10-11 12:03:00,134,11.95,225,577,7
2016-10-11 12:30:00,135,11.92,221,577,8
2016-10-11 13:04:00,136,11.88,217,577,6
2016-10-11 13:31:00,137,11.88,217,577,6
2016-10-11 14:04:00,138,11.8,208,577,4
2016-10-11 14:30:00,139,11.66,191,577,3
2016-10-11 15:03:00,140,11.45,167,577,2
2016-10-11 15:33:00,141,11.38,159,577,2
2016-10-11 16:01:00,142,11.3,150,577,1
2016-10-11 16:26:00,143,11.1,127,577,2
2016-10-12 08:04:00,144,10.44,51,577,1
2016-10-12 08:31:00,145,10.49,57,577,2
2016-10-12 09:03:00,146,10.55,64,577,1
2016-10-12 09:26:00,147,10.63,73,577,1
2016-10-12 10:01:00,148,10.86,99,577,3
2016-10-12 10:31:00,149,10.97,112,577,3
2016-10-12 11:04:00,150,11.1,127,577,4
2016-10-12 11:31:00,151,11.11,128,577,4
2016-10-12 12:04:00,152,11.24,143,577,6
2016-10-12 12:31:00,153,11.37,158,577,5
2016-10-12 13:04:00,154,11.36,157,577,6
2016-10-12 13:34:00,155,11.42,164,577,6
2016-10-12 14:03:00,156,11.45,167,577,5
2016-10-12 14:34:00,157,11.38,159,577,4
2016-10-12 15:01:00,158,11.21,140,577,2
2016-10-12 15:30:00,159,11.11,128,577,2
2016-10-12 15:57:00,160,11.05,121,577,2
2016-10-12 16:31:00,161,10.96,111,577,2
2016-10-13 07:57:00,162,10.5,58,577,2
2016-10-13 08:31:00,163,10.56,65,577,1
2016-10-13 09:04:00,164,10.66,76,577,2
2016-10-13 09:31:00,165,10.84,97,577,2
2016-10-13 09:57:00,166,11.1,127,577,2
2016-10-13 10:31:00,167,11.44,166,577,4
2016-10-13 11:04:00,168,11.73,200,577,4
2016-10-13 11:31:00,169,11.91,220,577,4
2016-10-13 11:57:00,170,11.99,230,577,4
2016-10-13 12:31:00,171,12.0,231,577,7
2016-10-13 13:04:00,172,11.85,214,577,6
2016-10-13 13:31:00,173,11.76,203,577,6
2016-10-13 13:57:00,174,11.78,205,577,5
2016-10-13 14:31:00,175,11.57,181,577,4
2016-10-13 15:04:00,176,11.4,162,577,2
2016-10-13 15:31:00,177,11.25,144,577,2
2016-10-13 16:04:00,178,11.14,132,577,2
2016-10-13 16:31:00,179,11.13,130,577,2
2016-10-14 08:01:00,180,10.46,53,577,1
2016-10-14 08:27:00,181,10.49,57,577,1
2016-10-14 09:01:00,182,10.58,67,577,2
2016-10-14 09:27:00,183,10.87,100,577,2
2016-10-14 10:01:00,184,11.16,134,577,2
2016-10-14 10:27:00,185,11.36,157,577,3
2016-10-14 11:01:00,186,11.78,205,577,5
2016-10-14 11:27:00,187,11.91,220,577,5
2016-10-14 12:01:00,188,11.94,224,577,7
2016-10-14 12:27:00,189,11.85,213,577,5
2016-10-14 13:01:00,190,11.78,205,577,6
2016-10-14 13:27:00,191,11.74,201,577,7
2016-10-14 14:01:00,192,11.58,182,577,4
2016-10-14 14:34:00,193,11.51,174,577,3
2016-10-14 15:01:00,194,11.48,171,577,2
2016-10-14 15:27:00,195,11.4,161,577,2
2016-10-14 16:01:00,196,11.2,138,577,1
2016-10-14 16:34:00,197,11.16,134,577,2
2016-10-15 08:01:00,198,10.46,53,577,1
2016-10-15 08:34:00,199,10.55,63,577,1
2016-10-15 09:01:00,200,10.67,77,577,2
2016-10-15 09:27:00,201,10.88,101,577,2
2016-10-15 10:01:00,202,11.33,154,577,3
2016-10-15 10:27:00,203,11.48,171,577,3
2016-10-15 11:01:00,204,11.83,211,577,4
2016-10-15 11:27:00,205,12.07,239,577,4
2016-10-15 12:01:00,206,12.39,276,577,8
2016-10-15 12:27:00,207,12.57,297,577,8
2016-10-15 13:01:00,208,12.88,332,577,7
2016-10-15 13:34:00,209,13.05,352,577,8
2016-10-15 14:01:00,210,13.39,391,577,6
2016-10-15 14:27:00,211,13.54,409,577,4
2016-10-15 15:01:00,212,13.83,442,577,3
2016-10-15 15:27:00,213,13.71,428,577,3
2016-10-15 16:01:00,214,13.57,412,577,2
2016-10-15 16:27:00,215,13.41,393,577,2
2016-10-16 08:04:00,216,10.42,48,577,2
2016-10-16 08:27:00,217,10.42,48,577,2
2016-10-16 09:01:00,218,10.48,55,577,2
2016-10-16 09:27:00,219,10.49,57,577,2
2016-10-16 10:04:00,220,10.49,57,577,4
2016-10-16 10:34:00,221,10.49,56,577,3
2016-10-16 11:01:00,222,10.49,56,577,5
2016-10-16 11:27:00,223,10.49,56,577,4
2016-10-16 12:01:00,224,10.56,65,577,8
2016-10-16 12:27:00,225,10.91,105,577,9
2016-10-16 13:01:00,226,11.14,131,577,8
2016-10-16 13:27:00,227,11.27,146,577,6
2016-10-16 14:01:00,228,11.47,170,577,7
2016-10-16 14:27:00,229,11.56,180,577,5
2016-10-16 15:01:00,230,11.66,192,577,3
2016-10-16 15:31:00,231,11.6,185,577,3
2016-10-16 15:57:00,232,11.5,173,577,3
2016-10-16 16:31:00,233,11.33,154,577,3
2016-10-17 08:01:00,234,10.43,50,577,2
2016-10-17 08:27:00,235,10.47,54,577,1
2016-10-17 09:01:00,236,10.57,66,577,1
2016-10-17 09:27:00,237,10.66,76,577,2
2016-10-17 10:04:00,238,10.97,112,577,3
2016-10-17 10:31:00,239,11.03,119,577,5
2016-10-17 11:04:00,240,11.25,144,577,6
2016-10-17 11:31:00,241,11.33,153,577,6
2016-10-17 12:04:00,242,11.38,159,577,7
2016-10-17 12:31:00,243,11.33,154,577,7
2016-10-17 12:57:00,244,11.33,154,577,6
2016-10-17 13:31:00,245,11.36,157,577,6
2016-10-17 14:04:00,246,11.4,161,577,3
2016-10-17 14:31:00,247,11.27,147,577,4
2016-10-17 14:57:00,248,11.15,133,577,4
2016-10-17 15:31:00,249,11.05,121,577,2
2016-10-17 15:57:00,250,11.0,115,577,1
2016-10-17 16:28:00,251,10.95,110,577,2
2016-10-18 08:01:00,252,10.49,57,577,2
2016-10-18 08:28:00,253,10.52,60,577,2
2016-10-18 09:01:00,254,10.62,72,577,1
2016-10-18 09:28:00,255,10.79,91,577,2
2016-10-18 10:01:00,256,11.26,145,577,3
2016-10-18 10:28:00,257,11.54,178,577,2
2016-10-18 11:01:00,258,11.91,220,577,5
2016-10-18 11:27:00,259,11.98,228,577,5
2016-10-18 12:01:00,260,12.0,231,577,7
2016-10-18 12:27:00,261,11.94,224,577,7
2016-10-18 13:01:00,262,12.05,237,577,6
2016-10-18 13:28:00,263,11.97,227,577,6
2016-10-18 13:54:00,264,11.96,226,577,6
2016-10-18 14:27:00,265,11.73,200,577,3
2016-10-18 15:01:00,266,11.43,165,577,3
2016-10-18 15:27:00,267,11.36,157,577,2
2016-10-18 15:55:00,268,11.29,149,577,2
2016-10-18 16:27:00,269,11.07,124,577,2
2016-10-19 08:05:00,270,10.42,49,577,2
2016-10-19 08:25:00,271,10.44,51,577,1
2016-10-19 08:58:00,272,10.51,59,577,2
2016-10-19 09:32:00,273,10.66,76,577,2
2016-10-19 09:58:00,274,10.91,105,577,2
2016-10-19 10:25:00,275,11.17,135,577,3
2016-10-19 10:59:00,276,11.35,156,577,3
2016-10-19 11:25:00,277,11.53,177,577,4
2016-10-19 11:59:00,278,11.57,181,577,6
2016-10-19 12:25:00,279,11.48,171,577,7
2016-10-19 12:58:00,280,11.43,165,577,7
2016-10-19 13:25:00,281,11.45,167,577,6
2016-10-19 13:58:00,282,11.4,161,577,5
2016-10-19 14:32:00,283,11.35,156,577,3
2016-10-19 14:58:00,284,11.25,144,577,4
2016-10-19 15:32:00,285,11.1,127,577,1
2016-10-19 15:59:00,286,11.01,117,577,2
2016-10-19 16:25:00,287,10.95,110,577,2
2016-10-22 07:59:00,288,10.49,57,577,2
2016-10-22 08:26:00,289,10.51,59,577,1
2016-10-22 08:59:00,290,10.62,72,577,1
2016-10-22 09:26:00,291,10.81,93,577,2
2016-10-22 09:59:00,292,11.13,130,577,2
2016-10-22 10:26:00,293,11.35,156,577,3
2016-10-22 10:59:00,294,11.72,198,577,4
2016-10-22 11:32:00,295,12.07,239,577,4
2016-10-22 11:59:00,296,12.26,261,577,5
2016-10-22 12:32:00,297,12.81,324,577,8
2016-10-22 12:59:00,298,13.11,359,577,8
2016-10-22 13:32:00,299,13.29,380,577,7
2016-10-22 13:59:00,300,13.54,408,577,5
2016-10-22 14:39:00,301,13.73,430,577,4
2016-10-22 14:59:00,302,13.67,424,577,4
2016-10-22 15:26:00,303,13.49,403,577,3
2016-10-22 15:59:00,304,13.33,384,577,2
2016-10-22 16:26:00,305,12.95,340,577,2
2016-10-23 07:59:00,306,10.41,47,577,2
2016-10-23 08:26:00,307,10.42,48,577,2
2016-10-23 08:59:00,308,10.44,51,577,2
2016-10-23 09:26:00,309,10.43,50,577,3
2016-10-23 09:59:00,310,10.47,54,577,3
2016-10-23 10:26:00,311,10.52,60,577,3
2016-10-23 10:59:00,312,10.69,80,577,4
2016-10-23 11:26:00,313,10.93,107,577,6
2016-10-23 11:59:00,314,11.08,125,577,6
2016-10-23 12:26:00,315,11.25,144,577,9
2016-10-23 13:06:00,316,11.52,175,577,9
2016-10-23 13:26:00,317,11.66,192,577,9
2016-10-23 13:59:00,318,11.86,215,577,7
2016-10-23 14:26:00,319,11.96,226,577,5
2016-10-23 14:59:00,320,11.9,219,577,5
2016-10-23 15:26:00,321,11.86,215,577,3
2016-10-23 15:59:00,322,11.55,179,577,3
2016-10-23 16:26:00,323,11.3,150,577,3
2016-10-24 07:56:00,324,10.41,47,577,1
2016-10-24 08:29:00,325,10.48,55,577,1
2016-10-24 09:03:00,326,10.54,62,577,2
2016-10-24 09:30:00,327,10.63,73,577,2
2016-10-24 09:55:00,328,10.75,87,577,2
2016-10-24 10:30:00,329,10.99,114,577,3
2016-10-24 11:03:00,330,11.19,137,577,4
2016-10-24 11:29:00,331,11.34,155,577,4
2016-10-24 12:02:00,332,11.5,173,577,7
2016-10-24 12:30:00,333,11.66,191,577,7
2016-10-24 12:56:00,334,11.72,198,577,7
2016-10-24 13:30:00,335,11.8,208,577,6
2016-10-24 13:56:00,336,11.9,219,577,4
2016-10-24 14:30:00,337,11.86,215,577,3
2016-10-24 14:56:00,338,11.81,209,577,4
2016-10-24 15:32:00,339,11.81,209,577,2
2016-10-24 16:00:00,340,11.66,192,577,1
2016-10-24 16:33:00,341,11.52,175,577,2
2016-10-25 08:00:00,342,10.47,54,577,1
2016-10-25 08:26:00,343,10.48,55,577,1
2016-10-25 09:00:00,344,10.71,82,577,2
2016-10-25 09:19:00,345,10.82,95,577,2
2016-10-25 09:56:00,346,11.12,129,577,1
2016-10-25 10:29:00,347,11.5,173,577,2
2016-10-25 10:56:00,348,11.75,202,577,3
2016-10-25 11:29:00,349,12.16,249,577,5
2016-10-25 12:02:00,350,12.51,290,577,8
2016-10-25 12:29:00,351,12.63,303,577,8
2016-10-25 13:03:00,352,12.87,331,577,5
2016-10-25 13:29:00,353,12.99,345,577,7
2016-10-25 13:56:00,354,13.15,363,577,5
2016-10-25 14:29:00,355,13.16,365,577,4
2016-10-25 15:02:00,356,12.95,340,577,3
2016-10-25 15:29:00,357,12.62,302,577,2
2016-10-25 15:56:00,358,12.37,273,577,2
2016-10-25 16:29:00,359,11.96,226,577,2
2016-10-26 07:59:00,360,10.49,56,577,1
2016-10-26 08:32:00,361,10.55,63,577,2
2016-10-26 08:59:00,362,10.61,70,577,1
2016-10-26 09:26:00,363,10.75,87,577,2
